als_val  , ps_val, tempbuf, mag[x] , mag[y] , mag[z] , pressbuf, presstempbuf, acc[x] , acc[y] , acc[z] , (RED)  , (GREEN), (BLUE) , (IR)   ,(GREEN2)
5.0,74,25.4,1.0,-46.4,-78.2,1021.016,21.4,-0.0,0.0,1.0,6,23,3,2,24
5.0,74,26.0,1.0,-46.1,-78.3,1021.016,21.4,-0.0,0.0,1.0,6,23,3,2,24
5.0,74,26.0,1.0,-46.0,-78.5,1021.016,21.4,-0.0,0.0,1.0,6,24,3,2,24
5.0,77,26.6,1.0,-45.9,-78.9,1021.016,21.4,0.0,0.1,1.0,6,24,3,4,24
5.0,77,26.6,0.7,-45.4,-79.0,1020.988,21.4,0.0,0.1,1.0,6,24,3,4,24
5.0,77,25.4,1.3,-45.8,-78.6,1020.988,21.4,0.0,0.1,1.0,6,24,3,4,24
3.4,200,26.0,-6.7,-50.4,-79.1,1021.033,21.5,0.1,0.0,1.0,6,24,2,5,24
3.4,200,26.6,-7.1,-51.0,-79.0,1021.033,21.5,0.1,0.1,1.0,6,24,2,5,24
3.4,200,26.0,-6.9,-51.3,-78.6,1021.004,21.5,0.1,0.1,1.0,6,24,2,2,24
3.4,169,26.0,-6.9,-51.4,-78.6,1021.004,21.5,0.1,0.1,1.0,6,24,2,2,24
3.4,169,26.6,-6.5,-51.3,-78.6,1021.004,21.5,0.1,0.1,1.0,6,24,3,2,24
3.4,169,26.6,-6.5,-50.8,-78.6,1021.004,21.5,0.1,0.1,1.0,6,24,3,2,24
3.4,161,26.6,-6.3,-49.8,-79.1,1021.004,21.5,0.1,0.1,1.0,6,24,3,2,24
3.4,161,26.0,-6.0,-49.3,-79.5,1021.004,21.5,0.1,0.1,1.0,6,24,3,2,24
3.4,161,26.6,-6.4,-49.7,-79.5,1021.004,21.5,0.1,0.1,1.1,6,24,3,2,24
5.0,130,26.0,-7.0,-51.3,-78.5,1021.017,21.5,0.1,0.1,1.1,6,24,3,4,25
5.0,130,26.0,-7.4,-51.8,-78.5,1021.017,21.5,0.1,0.1,1.0,6,24,3,4,25
5.0,129,26.0,-7.1,-51.7,-78.3,1021.017,21.5,0.1,0.1,1.0,6,24,3,4,25
5.0,129,26.0,-7.2,-51.9,-78.0,1021.017,21.5,0.1,0.1,1.0,7,26,3,4,25
5.0,129,26.6,-7.0,-52.0,-77.9,1021.017,21.5,0.1,0.1,1.0,7,26,3,2,25
5.0,120,26.0,-6.8,-51.4,-78.4,1021.017,21.5,0.1,0.2,1.0,7,26,3,2,25
5.0,120,26.6,-6.7,-50.9,-78.5,1021.026,21.5,0.1,0.2,1.0,7,26,3,2,25
5.0,120,26.6,-7.1,-51.0,-78.7,1021.026,21.5,0.1,0.2,1.0,7,26,3,2,26
5.0,110,26.0,-7.0,-51.1,-78.5,1021.026,21.5,0.1,0.1,1.0,7,26,3,2,26
5.0,110,26.6,-7.4,-51.1,-78.6,1021.026,21.5,0.1,0.0,1.1,7,26,3,2,26
5.0,110,26.0,-7.6,-51.0,-78.8,1021.026,21.5,0.1,0.0,1.1,7,25,3,2,26
5.0,121,26.6,-7.6,-51.0,-79.0,1021.026,21.5,0.1,0.0,1.1,7,25,3,4,25
5.0,121,26.0,-8.1,-51.1,-78.7,1021.026,21.5,0.1,0.0,1.1,7,25,3,4,25
5.0,121,26.6,-8.3,-51.8,-78.5,1021.011,21.5,0.1,0.1,1.0,7,25,3,4,25
5.0,155,26.0,-8.3,-52.5,-78.1,1021.011,21.5,0.1,0.1,1.0,6,25,3,4,25
5.0,155,26.6,-8.2,-52.8,-78.0,1021.011,21.5,0.1,0.1,1.0,6,25,3,2,24
5.0,164,26.0,-8.7,-52.0,-78.4,1021.011,21.5,0.1,0.1,1.0,6,25,3,2,24
5.0,164,26.0,-8.6,-50.6,-79.6,1021.011,21.5,0.1,0.1,1.0,7,25,3,2,24
5.0,164,26.6,-9.2,-48.4,-80.7,1021.011,21.5,0.1,0.0,1.0,7,25,3,2,24
5.0,179,26.6,-9.2,-48.0,-81.3,1021.005,21.5,0.1,0.1,1.0,7,25,3,2,24
5.0,179,26.0,-9.2,-47.7,-81.5,1021.005,21.5,0.1,0.1,1.0,7,25,3,2,24
5.0,179,26.6,-9.8,-48.0,-81.3,1021.005,21.5,0.1,0.0,1.0,5,22,2,2,24
5.0,172,26.6,-10.1,-48.5,-81.3,1021.005,21.5,0.1,0.0,1.0,5,22,2,4,22
5.0,172,26.0,-9.8,-48.5,-81.2,1021.005,21.5,0.2,0.0,1.0,5,22,2,4,22
5.0,172,26.6,-10.0,-48.5,-81.2,1021.005,21.5,0.2,0.0,1.0,6,23,2,4,22
5.0,159,26.0,-10.4,-48.3,-81.3,1021.005,21.5,0.2,0.0,1.0,6,23,2,4,22
5.0,159,26.6,-10.5,-47.8,-81.7,1021.003,21.5,0.2,0.0,1.0,6,23,2,4,23
5.0,159,26.0,-10.2,-47.9,-81.8,1021.003,21.5,0.2,0.1,1.0,6,23,2,4,23
5.0,139,27.2,-10.3,-48.1,-81.6,1021.003,21.5,0.2,0.0,1.0,6,24,3,4,23
5.0,139,27.2,-10.3,-48.7,-81.2,1021.003,21.5,0.2,-0.0,1.1,6,24,3,2,24
5.0,152,26.6,-10.3,-49.5,-80.7,1021.003,21.5,0.2,-0.0,1.1,6,24,3,2,24
5.0,152,26.0,-10.1,-50.7,-79.7,1021.003,21.5,0.2,0.0,1.0,6,24,3,2,24
5.0,152,26.0,-9.9,-50.8,-79.7,1021.008,21.5,0.2,0.1,1.0,6,24,2,2,24
5.0,179,26.0,-9.5,-50.5,-80.0,1021.008,21.5,0.2,0.1,1.0,6,24,2,2,24
5.0,179,26.0,-9.2,-49.5,-80.6,1021.008,21.5,0.2,0.1,1.0,6,24,2,2,24
5.0,179,26.0,-9.0,-47.9,-81.4,1021.008,21.5,0.1,0.1,1.0,6,24,2,2,24
5.0,182,26.0,-9.0,-47.6,-81.4,1021.008,21.5,0.1,0.1,1.0,6,24,2,2,24
5.0,182,26.6,-9.3,-48.4,-81.1,1021.008,21.5,0.1,0.0,1.0,6,24,2,4,23
5.0,182,26.6,-8.9,-48.9,-80.7,1021.015,21.5,0.2,0.0,1.0,6,24,2,4,23
5.0,181,26.0,-8.9,-49.5,-80.4,1021.015,21.5,0.1,0.0,1.0,6,24,2,4,23
5.0,181,26.0,-8.7,-49.4,-80.0,1021.015,21.5,0.1,0.0,1.0,6,24,2,4,23
5.0,181,27.2,-8.8,-49.2,-80.5,1021.015,21.5,0.1,0.0,1.0,6,24,2,2,23
5.0,191,26.6,-8.6,-48.3,-80.9,1021.015,21.5,0.1,0.1,1.0,6,24,2,2,23
5.0,191,26.6,-8.4,-47.9,-81.3,1021.015,21.5,0.1,0.1,0.9,5,23,2,2,23
8.2,69,26.6,0.3,-48.2,-77.3,1021.045,21.6,0.0,0.1,1.0,16,32,8,2,32
8.2,68,27.2,0.6,-48.0,-77.3,1021.045,21.6,0.0,0.1,1.0,16,32,8,3,32
8.2,68,27.2,0.6,-47.9,-77.4,1021.045,21.6,-0.0,0.1,1.0,16,32,8,3,32
8.2,68,24.2,0.7,-47.6,-77.8,1021.045,21.6,-0.0,0.1,1.0,16,32,8,3,32
8.2,70,26.6,0.9,-46.9,-78.1,1021.045,21.6,-0.0,0.1,1.0,16,32,8,3,32
8.2,70,27.2,0.8,-46.5,-78.4,1021.016,21.6,-0.0,0.1,1.0,16,32,8,3,32
8.2,70,26.6,0.5,-46.6,-78.3,1021.016,21.6,-0.0,0.1,1.0,16,32,8,3,32
8.2,72,26.6,0.8,-46.5,-78.3,1021.016,21.6,-0.0,0.1,1.0,16,32,8,3,32
8.2,72,26.6,0.7,-46.6,-78.3,1021.016,21.6,-0.0,0.1,1.0,16,32,8,2,32
8.2,71,26.6,0.8,-46.5,-78.0,1021.016,21.6,-0.0,0.0,1.0,16,32,8,2,32
8.2,71,26.6,0.6,-46.9,-78.1,1021.016,21.6,-0.0,0.0,1.0,16,32,8,2,32
8.2,71,27.2,0.9,-46.7,-78.0,1021.016,21.6,-0.0,0.0,1.0,16,31,8,2,32
8.2,80,27.2,1.0,-47.1,-78.0,1021.029,21.6,0.0,0.0,1.0,16,31,8,2,31
8.2,80,26.6,0.8,-47.3,-78.0,1021.029,21.6,0.0,0.0,1.0,16,31,8,2,31
8.2,80,27.2,0.8,-47.6,-77.5,1021.029,21.6,-0.0,0.0,1.0,16,32,8,2,31
8.2,75,27.2,0.8,-48.0,-77.2,1021.029,21.6,-0.0,0.1,1.0,16,32,8,2,31
8.2,75,26.6,0.9,-48.2,-77.1,1021.029,21.6,0.0,0.1,1.0,16,32,8,4,44
8.2,75,26.6,1.1,-48.1,-76.9,1021.029,21.6,0.0,0.1,1.0,16,32,8,4,44
8.2,61,27.2,1.5,-47.9,-76.9,1021.024,21.6,-0.0,0.1,1.0,45,118,50,4,44
8.2,61,27.2,1.7,-47.8,-77.1,1021.024,21.6,-0.0,0.1,1.0,45,118,50,5,152
8.2,50,26.6,1.5,-47.3,-77.4,1021.024,21.6,-0.0,0.1,1.0,45,118,50,5,152
8.2,50,26.6,1.9,-47.0,-77.5,1021.024,21.6,-0.0,0.1,1.0,45,118,50,5,152
8.2,50,27.2,2.1,-47.0,-77.5,1021.024,21.6,-0.0,0.1,1.0,60,167,73,5,152
11.6,39,26.6,2.0,-46.9,-77.5,1021.024,21.6,-0.0,0.1,1.0,60,167,73,5,167
11.6,39,27.2,2.0,-46.8,-77.5,1021.024,21.6,-0.0,0.1,1.0,60,167,73,5,167
11.6,39,26.0,2.0,-46.7,-77.7,1021.034,21.6,-0.0,0.1,1.0,59,166,73,5,167
11.6,37,26.6,2.3,-46.6,-77.6,1021.034,21.6,-0.0,0.1,1.0,59,166,73,6,166
11.6,37,26.6,2.1,-46.7,-77.5,1021.034,21.6,-0.0,0.1,1.0,59,166,73,6,166
11.6,37,27.2,2.3,-46.7,-77.5,1021.034,21.6,-0.0,0.1,1.0,59,166,73,6,166
8.2,37,26.6,2.0,-46.7,-77.5,1021.034,21.6,-0.0,0.1,1.0,59,166,73,6,166
8.2,37,26.6,2.2,-47.0,-77.3,1021.034,21.6,-0.0,0.0,1.0,59,166,73,5,166
8.2,37,26.6,2.3,-47.3,-77.3,1020.993,21.6,-0.0,0.0,1.0,59,166,73,5,166
8.2,36,26.6,2.4,-47.5,-77.2,1020.993,21.6,-0.0,0.1,1.0,60,168,74,5,166
8.2,36,26.6,2.0,-47.3,-77.3,1020.993,21.6,-0.0,0.1,1.0,60,168,74,5,166
8.2,37,27.2,2.0,-46.7,-77.5,1020.993,21.6,-0.0,0.1,1.0,60,168,74,5,169
8.2,37,26.6,2.2,-46.5,-77.8,1020.993,21.6,-0.0,0.1,1.0,60,168,74,5,169
8.2,37,26.6,1.8,-45.6,-78.3,1020.993,21.6,-0.0,0.1,1.0,57,163,72,5,169
8.2,38,26.0,1.6,-45.4,-78.5,1020.993,21.6,-0.0,0.0,1.0,57,163,72,6,159
8.2,38,26.6,1.6,-45.6,-78.6,1020.997,21.6,-0.0,0.0,1.0,57,163,72,6,159
8.2,38,26.6,1.5,-46.0,-78.3,1020.997,21.6,-0.0,0.0,1.0,57,163,72,6,159
8.2,36,26.6,1.6,-46.3,-78.0,1020.997,21.6,-0.0,0.0,1.0,55,160,70,6,159
8.2,36,27.2,1.2,-46.3,-78.0,1020.997,21.6,-0.0,0.0,1.0,55,160,70,6,162
8.2,36,26.6,1.5,-46.4,-78.3,1020.997,21.6,-0.0,0.0,1.0,55,160,70,6,162
8.2,35,27.2,1.5,-46.1,-78.4,1020.997,21.6,-0.0,0.0,1.0,55,160,70,6,162
8.2,35,26.6,1.5,-46.3,-78.3,1021.021,21.6,-0.0,0.1,1.0,56,162,71,6,162
8.2,35,26.6,1.5,-46.5,-78.1,1021.021,21.6,-0.0,0.1,1.0,56,162,71,5,162
8.2,34,26.6,1.5,-46.5,-77.9,1021.021,21.6,-0.0,0.0,1.0,56,162,71,5,162
8.2,34,26.6,1.1,-46.4,-77.8,1021.021,21.6,-0.0,0.0,1.0,57,163,72,5,162
8.2,36,27.2,1.5,-46.6,-77.9,1021.021,21.6,-0.0,0.0,1.0,57,163,72,5,164
8.2,36,26.6,1.5,-46.6,-78.0,1021.021,21.6,-0.0,0.0,1.0,57,163,72,5,164
8.2,36,26.6,1.5,-46.8,-78.0,1021.029,21.6,-0.0,0.1,1.0,57,163,72,5,164
143.8,0,26.6,1.2,-36.4,-78.1,1021.002,21.4,0.0,0.2,1.1,96,247,119,6,252
143.8,0,26.6,1.2,-36.4,-78.1,1021.002,21.4,0.0,0.2,1.1,96,247,119,6,252
143.8,0,26.6,1.4,-36.8,-77.7,1021.002,21.4,0.0,0.3,1.0,96,247,119,6,252
151.8,0,26.6,2.3,-36.9,-77.3,1021.002,21.4,0.0,0.3,1.0,100,254,125,6,252
151.8,0,27.2,2.4,-37.1,-77.3,1021.002,21.4,0.0,0.3,1.0,100,254,125,6,254
151.8,0,27.2,2.5,-37.6,-77.1,1021.002,21.4,0.0,0.3,1.0,100,254,125,6,254
153.5,0,27.2,2.9,-37.3,-76.9,1021.002,21.4,0.0,0.3,1.0,100,254,125,6,254
153.5,0,26.6,3.4,-35.9,-77.4,1021.055,21.5,0.0,0.3,1.0,100,254,125,6,254
153.5,0,26.6,3.6,-35.0,-77.4,1021.055,21.5,0.0,0.2,1.0,100,254,125,6,249
138.4,0,27.2,3.9,-34.6,-77.5,1021.055,21.5,0.0,0.1,1.1,100,254,125,6,249
138.4,0,26.6,3.8,-35.3,-77.4,1021.055,21.5,0.0,0.1,1.1,91,237,112,6,249
122.3,0,27.2,3.3,-36.8,-77.3,1021.055,21.5,0.0,0.1,1.0,91,237,112,6,239
122.3,0,27.2,3.3,-37.4,-76.9,1021.055,21.5,0.1,0.1,0.9,91,237,112,6,239
122.3,0,26.6,3.8,-36.5,-76.8,1021.029,21.4,0.1,0.1,0.9,91,237,112,6,239
127.0,0,26.6,4.1,-35.7,-76.8,1021.029,21.4,0.0,0.1,1.1,93,242,115,6,239
